subject,start_sec,end_sec,duration_sec,label,label_name
07,4808,7201,2393,0,Wakefulness
08,0,5859,5859,0,Wakefulness
08,5859,5880,21,1,Fatigue1
08,5880,7196,1316,0,Wakefulness
09,0,177,177,0,Wakefulness
09,177,297,120,1,Fatigue1
09,297,416,119,0,Wakefulness
09,416,602,186,1,Fatigue1
09,602,639,37,0,Wakefulness
09,639,1197,558,1,Fatigue1
09,1197,1275,78,0,Wakefulness
09,1275,1497,222,1,Fatigue1
09,1497,1528,31,0,Wakefulness
09,1528,1687,159,1,Fatigue1
09,1687,1737,50,0,Wakefulness
09,1737,2187,450,1,Fatigue1
09,2187,2457,270,0,Wakefulness
09,2457,2486,29,1,Fatigue1
09,2486,2565,79,2,Fatigue2
09,2565,2608,43,1,Fatigue1
09,2608,2727,119,2,Fatigue2
09,2727,2878,151,1,Fatigue1
09,2878,3057,179,0,Wakefulness
09,3057,3419,362,1,Fatigue1
09,3419,3460,41,0,Wakefulness
09,3460,3697,237,1,Fatigue1
09,3697,3721,24,0,Wakefulness
09,3721,3988,267,1,Fatigue1
09,3988,4226,238,2,Fatigue2
09,4226,4317,91,0,Wakefulness
09,4317,4569,252,2,Fatigue2
09,4569,4649,80,1,Fatigue1
09,4649,4803,154,2,Fatigue2
09,4803,4977,174,1,Fatigue1
09,4977,5099,122,2,Fatigue2
09,5099,5127,28,1,Fatigue1
09,5127,5277,150,0,Wakefulness
09,5277,5398,121,1,Fatigue1
09,5398,5428,30,0,Wakefulness
09,5428,5486,58,1,Fatigue1
09,5486,5670,184,2,Fatigue2
09,5670,5788,118,1,Fatigue1
09,5788,5877,89,0,Wakefulness
09,5877,5945,68,1,Fatigue1
09,5945,6117,172,0,Wakefulness
09,6117,6339,222,1,Fatigue1
09,6339,6417,78,0,Wakefulness
09,6417,6524,107,1,Fatigue1
09,6524,6746,222,0,Wakefulness
09,6746,6838,92,1,Fatigue1
09,6838,6899,61,2,Fatigue2
09,6899,6928,29,0,Wakefulness
09,6928,7170,242,1,Fatigue1
09,7170,7195,25,0,Wakefulness
10,0,1135,1135,0,Wakefulness
10,1135,1193,58,1,Fatigue1
10,1193,1243,50,0,Wakefulness
10,1243,1261,18,1,Fatigue1
10,1261,1281,20,0,Wakefulness
10,1281,1342,61,1,Fatigue1
10,1342,1759,417,0,Wakefulness
10,1759,1791,32,1,Fatigue1
10,1791,1942,151,0,Wakefulness
10,1942,2063,121,1,Fatigue1
10,2063,2346,283,0,Wakefulness
10,2346,2390,44,1,Fatigue1
10,2390,2450,60,0,Wakefulness
10,2450,2515,65,2,Fatigue2
10,2515,2542,27,0,Wakefulness
10,2542,2642,100,1,Fatigue1
10,2642,2755,113,0,Wakefulness
10,2755,2847,92,1,Fatigue1
10,2847,2876,29,0,Wakefulness
10,2876,2907,31,1,Fatigue1
10,2907,2975,68,0,Wakefulness
10,2975,2990,15,1,Fatigue1
10,2990,3082,92,0,Wakefulness
10,3082,3110,28,1,Fatigue1
10,3110,3157,47,0,Wakefulness
10,3157,3200,43,1,Fatigue1
10,3200,3260,60,2,Fatigue2
10,3260,3474,214,0,Wakefulness
10,3474,3503,29,1,Fatigue1
10,3503,3590,87,0,Wakefulness
10,3590,3622,32,1,Fatigue1
10,3622,5483,1861,0,Wakefulness
10,5483,5541,58,1,Fatigue1
10,5541,5751,210,0,Wakefulness
10,5751,5781,30,1,Fatigue1
10,5781,5811,30,0,Wakefulness
10,5811,5856,45,1,Fatigue1
10,5856,6261,405,0,Wakefulness
10,6261,6296,35,1,Fatigue1
10,6296,6353,57,0,Wakefulness
10,6353,6382,29,1,Fatigue1
10,6382,6990,608,0,Wakefulness
10,6990,7223,233,1,Fatigue1
10,7223,7351,128,2,Fatigue2
10,7351,7519,168,3,Fatigue3
10,7519,7593,74,2,Fatigue2
10,7593,7791,198,3,Fatigue3
10,7791,8101,310,4,Fatigue4
11,0,3028,3028,0,Wakefulness
11,3028,3088,60,1,Fatigue1
11,3088,3135,47,0,Wakefulness
11,3135,3148,13,1,Fatigue1
11,3148,3519,371,0,Wakefulness
11,3519,3569,50,1,Fatigue1
11,3569,3810,241,0,Wakefulness
11,3810,3836,26,1,Fatigue1
11,3836,4095,259,0,Wakefulness
11,4095,4198,103,1,Fatigue1
11,4198,4265,67,0,Wakefulness
11,4265,4317,52,1,Fatigue1
11,4317,4355,38,2,Fatigue2
11,4355,4412,57,1,Fatigue1
11,4412,4616,204,0,Wakefulness
11,4616,4651,35,1,Fatigue1
11,4651,4841,190,0,Wakefulness
11,4841,4857,16,1,Fatigue1
11,4857,4890,33,2,Fatigue2
11,4890,4977,87,1,Fatigue1
11,4977,5111,134,0,Wakefulness
11,5111,5141,30,1,Fatigue1
11,5141,5275,134,0,Wakefulness
11,5275,5365,90,1,Fatigue1
11,5365,5606,241,0,Wakefulness
11,5606,5646,40,1,Fatigue1
11,5646,5771,125,0,Wakefulness
11,5771,5816,45,1,Fatigue1
11,5816,5852,36,2,Fatigue2
11,5852,5967,115,1,Fatigue1
11,5967,5996,29,0,Wakefulness
11,5996,6387,391,1,Fatigue1
11,6387,6698,311,0,Wakefulness
11,6698,6707,9,1,Fatigue1
11,6707,7241,534,0,Wakefulness
12,0,2266,2266,0,Wakefulness
12,2266,2275,9,1,Fatigue1
12,2275,2365,90,2,Fatigue2
12,2365,2397,32,1,Fatigue1
12,2397,2746,349,0,Wakefulness
12,2746,2939,193,2,Fatigue2
12,2939,7231,4292,0,Wakefulness
13,0,27,27,1,Fatigue1
13,27,233,206,0,Wakefulness
13,233,295,62,1,Fatigue1
13,295,1014,719,0,Wakefulness
13,1014,1074,60,1,Fatigue1
13,1074,1152,78,0,Wakefulness
13,1152,1229,77,1,Fatigue1
13,1229,1317,88,0,Wakefulness
13,1317,1405,88,1,Fatigue1
13,1405,1675,270,0,Wakefulness
13,1675,1698,23,1,Fatigue1
13,1698,2724,1026,0,Wakefulness
13,2724,2819,95,1,Fatigue1
13,2819,2873,54,0,Wakefulness
13,2873,3161,288,1,Fatigue1
13,3161,3246,85,2,Fatigue2
13,3246,3421,175,1,Fatigue1
13,3421,3443,22,0,Wakefulness
13,3443,3743,300,1,Fatigue1
13,3743,3804,61,2,Fatigue2
13,3804,4586,782,1,Fatigue1
13,4586,4655,69,0,Wakefulness
13,4655,4855,200,1,Fatigue1
13,4855,4884,29,0,Wakefulness
13,4884,5162,278,1,Fatigue1
13,5162,5514,352,0,Wakefulness
13,5514,5596,82,1,Fatigue1
13,5596,5670,74,0,Wakefulness
13,5670,5756,86,1,Fatigue1
13,5756,5845,89,0,Wakefulness
13,5845,6115,270,1,Fatigue1
13,6115,6263,148,0,Wakefulness
13,6263,6295,32,1,Fatigue1
13,6295,6347,52,0,Wakefulness
13,6347,6386,39,1,Fatigue1
13,6386,6534,148,0,Wakefulness
13,6534,6895,361,1,Fatigue1
13,6895,7796,901,0,Wakefulness
13,7796,8096,300,1,Fatigue1
14,0,6924,6924,0,Wakefulness
14,6924,7226,302,1,Fatigue1
14,7226,7256,30,0,Wakefulness
15,0,2035,2035,0,Wakefulness
15,2035,2245,210,1,Fatigue1
15,2245,2697,452,0,Wakefulness
15,2697,2766,69,1,Fatigue1
15,2766,2953,187,0,Wakefulness
15,2953,3056,103,1,Fatigue1
15,3056,3115,59,0,Wakefulness
15,3115,3150,35,1,Fatigue1
15,3150,3283,133,0,Wakefulness
15,3283,3426,143,1,Fatigue1
15,3426,3774,348,0,Wakefulness
15,3774,3926,152,1,Fatigue1
15,3926,4075,149,0,Wakefulness
15,4075,4140,65,1,Fatigue1
15,4140,4192,52,0,Wakefulness
15,4192,4430,238,1,Fatigue1
15,4430,4516,86,0,Wakefulness
15,4516,4600,84,1,Fatigue1
15,4600,4615,15,0,Wakefulness
15,4615,4719,104,1,Fatigue1
15,4719,4765,46,0,Wakefulness
15,4765,4829,64,1,Fatigue1
15,4829,4975,146,0,Wakefulness
15,4975,5474,499,1,Fatigue1
15,5474,5588,114,0,Wakefulness
15,5588,5641,53,1,Fatigue1
15,5641,5743,102,0,Wakefulness
15,5743,5786,43,1,Fatigue1
15,5786,5844,58,0,Wakefulness
15,5844,6025,181,1,Fatigue1
15,6025,6153,128,2,Fatigue2
15,6153,6328,175,1,Fatigue1
15,6328,6347,19,0,Wakefulness
15,6347,6357,10,1,Fatigue1
15,6357,6436,79,0,Wakefulness
15,6436,6689,253,1,Fatigue1
15,6689,6724,35,0,Wakefulness
15,6724,6775,51,1,Fatigue1
15,6775,6811,36,2,Fatigue2
15,6811,6986,175,1,Fatigue1
15,6986,7058,72,2,Fatigue2
15,7058,7115,57,1,Fatigue1
15,7115,7195,80,0,Wakefulness
15,7195,7293,98,1,Fatigue1
15,7293,7406,113,0,Wakefulness
15,7406,7557,151,1,Fatigue1
15,7557,7622,65,2,Fatigue2
15,7622,7706,84,0,Wakefulness
15,7706,7800,94,1,Fatigue1
16,0,2013,2013,0,Wakefulness
16,2013,2048,35,1,Fatigue1
16,2048,2515,467,0,Wakefulness
16,2515,2550,35,1,Fatigue1
16,2550,3114,564,0,Wakefulness
16,3114,3300,186,1,Fatigue1
16,3300,3413,113,0,Wakefulness
16,3413,3595,182,1,Fatigue1
16,3595,7501,3906,0,Wakefulness
17,0,1195,1195,0,Wakefulness
17,1195,1290,95,1,Fatigue1
17,1290,1854,564,0,Wakefulness
17,1854,2108,254,1,Fatigue1
17,2108,2277,169,0,Wakefulness
17,2277,2400,123,1,Fatigue1
17,2400,2574,174,0,Wakefulness
17,2574,2698,124,1,Fatigue1
17,2698,2800,102,0,Wakefulness
17,2800,2916,116,1,Fatigue1
17,2916,3026,110,0,Wakefulness
17,3026,3043,17,1,Fatigue1
17,3043,3087,44,0,Wakefulness
17,3087,3294,207,1,Fatigue1
17,3294,3352,58,0,Wakefulness
17,3352,3482,130,1,Fatigue1
17,3482,3684,202,0,Wakefulness
17,3684,3773,89,1,Fatigue1
17,3773,3834,61,0,Wakefulness
17,3834,3903,69,1,Fatigue1
17,3903,4044,141,0,Wakefulness
17,4044,4294,250,1,Fatigue1
17,4294,4404,110,0,Wakefulness
17,4404,4475,71,1,Fatigue1
17,4475,4591,116,2,Fatigue2
17,4591,4613,22,1,Fatigue1
17,4613,4736,123,2,Fatigue2
17,4736,4753,17,1,Fatigue1
17,4753,4884,131,0,Wakefulness
17,4884,4916,32,1,Fatigue1
17,4916,4974,58,0,Wakefulness
17,4974,5101,127,1,Fatigue1
17,5101,5244,143,0,Wakefulness
17,5244,5304,60,1,Fatigue1
17,5304,5403,99,2,Fatigue2
17,5403,5484,81,0,Wakefulness
17,5484,5514,30,1,Fatigue1
17,5514,5549,35,2,Fatigue2
17,5549,5575,26,0,Wakefulness
17,5575,5664,89,1,Fatigue1
17,5664,5696,32,2,Fatigue2
17,5696,5814,118,0,Wakefulness
17,5814,5877,63,2,Fatigue2
17,5877,5934,57,1,Fatigue1
17,5934,5996,62,2,Fatigue2
17,5996,6040,44,0,Wakefulness
17,6040,6054,14,1,Fatigue1
17,6054,6098,44,2,Fatigue2
17,6098,6234,136,0,Wakefulness
17,6234,6266,32,2,Fatigue2
17,6266,6355,89,0,Wakefulness
17,6355,6385,30,1,Fatigue1
17,6385,6446,61,0,Wakefulness
17,6446,6624,178,1,Fatigue1
17,6624,6715,91,0,Wakefulness
17,6715,6745,30,1,Fatigue1
17,6745,7043,298,0,Wakefulness
17,7043,7199,156,1,Fatigue1
17,7199,7286,87,0,Wakefulness
17,7286,7351,65,1,Fatigue1
18,0,6835,6835,0,Wakefulness
18,6835,6927,92,1,Fatigue1
18,6927,7232,305,0,Wakefulness
18,7232,7381,149,2,Fatigue2
19,0,4553,4553,0,Wakefulness
19,4553,4617,64,1,Fatigue1
19,4617,5218,601,0,Wakefulness
19,5218,5265,47,1,Fatigue1
19,5265,5298,33,3,Fatigue3
19,5298,5312,14,2,Fatigue2
19,5312,5334,22,3,Fatigue3
19,5334,5367,33,2,Fatigue2
19,5367,5393,26,3,Fatigue3
19,5393,5408,15,2,Fatigue2
19,5408,5451,43,3,Fatigue3
19,5451,5460,9,2,Fatigue2
19,5460,5501,41,3,Fatigue3
19,5501,5588,87,2,Fatigue2
19,5588,7059,1471,0,Wakefulness
19,7059,7144,85,2,Fatigue2
19,7144,7163,19,3,Fatigue3
19,7163,7176,13,2,Fatigue2
19,7176,7201,25,3,Fatigue3
19,7201,7210,9,2,Fatigue2
19,7210,7239,29,3,Fatigue3
19,7239,7251,12,2,Fatigue2
19,7251,7269,18,3,Fatigue3
19,7269,7332,63,2,Fatigue2
19,7332,7382,50,0,Wakefulness
20,0,6833,6833,0,Wakefulness
20,6833,6868,35,1,Fatigue1
20,6868,7261,393,0,Wakefulness
21,0,3808,3808,0,Wakefulness
21,3808,4014,206,9,Severe Artifacts
21,4014,7265,3251,0,Wakefulness
21,7265,7501,236,2,Fatigue2
22,0,651,651,1,Fatigue1
22,651,715,64,2,Fatigue2
22,715,980,265,1,Fatigue1
22,980,1343,363,2,Fatigue2
22,1343,1476,133,1,Fatigue1
22,1476,1553,77,2,Fatigue2
22,1553,1646,93,1,Fatigue1
22,1646,2001,355,2,Fatigue2
22,2001,2180,179,1,Fatigue1
22,2180,2423,243,2,Fatigue2
22,2423,2484,61,1,Fatigue1
22,2484,4190,1706,2,Fatigue2
22,4190,4354,164,1,Fatigue1
22,4354,5335,981,2,Fatigue2
22,5335,5364,29,1,Fatigue1
22,5364,6297,933,2,Fatigue2
22,6297,6349,52,1,Fatigue1
22,6349,6560,211,2,Fatigue2
22,6560,6650,90,1,Fatigue1
22,6650,7160,510,2,Fatigue2
22,7160,7346,186,1,Fatigue1
22,7346,7801,455,2,Fatigue2
23,0,7320,7320,0,Wakefulness
23,7320,7530,210,1,Fatigue1
24,0,7291,7291,0,Wakefulness
24,7291,7512,221,1,Fatigue1
24,7512,7542,30,2,Fatigue2
25,0,3085,3085,0,Wakefulness
25,3085,3165,80,1,Fatigue1
25,3165,3261,96,0,Wakefulness
25,3261,3341,80,1,Fatigue1
25,3341,3385,44,0,Wakefulness
25,3385,3653,268,1,Fatigue1
25,3653,3683,30,0,Wakefulness
25,3683,4345,662,1,Fatigue1
25,4345,4452,107,0,Wakefulness
25,4452,4837,385,1,Fatigue1
25,4837,4958,121,0,Wakefulness
25,4958,5884,926,1,Fatigue1
25,5884,5897,13,2,Fatigue2
25,5897,5905,8,1,Fatigue1
25,5905,5982,77,0,Wakefulness
25,5982,6536,554,1,Fatigue1
25,6536,6652,116,2,Fatigue2
25,6652,6685,33,1,Fatigue1
25,6685,6836,151,2,Fatigue2
25,6836,6953,117,1,Fatigue1
25,6953,7013,60,0,Wakefulness
25,7013,7296,283,1,Fatigue1
25,7296,7492,196,2,Fatigue2
26,0,1045,1045,0,Wakefulness
26,1045,1061,16,1,Fatigue1
26,1061,2786,1725,0,Wakefulness
26,2786,2800,14,1,Fatigue1
26,2800,3125,325,0,Wakefulness
26,3125,3181,56,1,Fatigue1
26,3181,3417,236,0,Wakefulness
26,3417,3454,37,1,Fatigue1
26,3454,4287,833,0,Wakefulness
26,4287,4460,173,1,Fatigue1
26,4460,4556,96,0,Wakefulness
26,4556,4740,184,1,Fatigue1
26,4740,5676,936,0,Wakefulness
26,5676,5700,24,1,Fatigue1
26,5700,6510,810,0,Wakefulness
26,6510,6540,30,1,Fatigue1
26,6540,7222,682,0,Wakefulness
26,7222,7495,273,2,Fatigue2
27,0,7588,7588,0,Wakefulness
27,7588,7649,61,1,Fatigue1
27,7649,7801,152,2,Fatigue2
28,0,7392,7392,0,Wakefulness
28,7392,7621,229,2,Fatigue2
29,0,4062,4062,0,Wakefulness
29,4062,4164,102,1,Fatigue1
29,4164,5970,1806,0,Wakefulness
29,5970,6002,32,1,Fatigue1
29,6002,6030,28,0,Wakefulness
29,6030,6063,33,1,Fatigue1
29,6063,7636,1573,0,Wakefulness
29,7636,7729,93,2,Fatigue2
29,7729,7756,27,1,Fatigue1
29,7756,7794,38,2,Fatigue2
30,0,2118,2118,0,Wakefulness
30,2118,2164,46,1,Fatigue1
30,2164,3065,901,0,Wakefulness
30,3065,3095,30,1,Fatigue1
30,3095,3270,175,0,Wakefulness
30,3270,3292,22,1,Fatigue1
30,3292,3399,107,0,Wakefulness
30,3399,3507,108,1,Fatigue1
30,3507,3586,79,0,Wakefulness
30,3586,3626,40,1,Fatigue1
30,3626,3840,214,2,Fatigue2
30,3840,3888,48,0,Wakefulness
30,3888,3943,55,2,Fatigue2
30,3943,3956,13,1,Fatigue1
30,3956,3997,41,8,Signal Abnormality
30,3997,4022,25,2,Fatigue2
30,4022,4113,91,1,Fatigue1
30,4113,4142,29,2,Fatigue2
30,4142,4267,125,1,Fatigue1
30,4267,4296,29,2,Fatigue2
30,4296,4392,96,1,Fatigue1
30,4392,4471,79,2,Fatigue2
30,4471,4598,127,1,Fatigue1
30,4598,4648,50,2,Fatigue2
30,4648,5019,371,0,Wakefulness
30,5019,5285,266,2,Fatigue2
30,5285,5374,89,1,Fatigue1
30,5374,5517,143,2,Fatigue2
30,5517,6069,552,8,Signal Abnormality
30,6069,6762,693,0,Wakefulness
30,6762,6791,29,1,Fatigue1
30,6791,7016,225,0,Wakefulness
30,7016,7087,71,1,Fatigue1
30,7087,7510,423,0,Wakefulness
30,7510,7736,226,2,Fatigue2
31,0,672,672,0,Wakefulness
31,672,813,141,1,Fatigue1
31,813,1294,481,0,Wakefulness
31,1294,2341,1047,1,Fatigue1
31,2341,2383,42,0,Wakefulness
31,2383,2669,286,1,Fatigue1
31,2669,2732,63,2,Fatigue2
31,2732,2795,63,1,Fatigue1
31,2795,3264,469,0,Wakefulness
31,3264,3361,97,1,Fatigue1
31,3361,3568,207,0,Wakefulness
31,3568,3628,60,1,Fatigue1
31,3628,4406,778,0,Wakefulness
31,4406,5004,598,1,Fatigue1
31,5004,5157,153,2,Fatigue2
31,5157,5335,178,1,Fatigue1
31,5335,5606,271,2,Fatigue2
31,5606,5714,108,1,Fatigue1
31,5714,5736,22,2,Fatigue2
31,5736,7195,1459,0,Wakefulness
31,7195,7263,68,1,Fatigue1
31,7263,7284,21,0,Wakefulness
31,7284,7320,36,1,Fatigue1
31,7320,7408,88,2,Fatigue2
31,7408,7501,93,1,Fatigue1
32,0,520,520,0,Wakefulness
32,520,778,258,1,Fatigue1
32,778,1302,524,0,Wakefulness
32,1302,1319,17,1,Fatigue1
32,1319,1649,330,0,Wakefulness
32,1649,1829,180,1,Fatigue1
32,1829,1857,28,0,Wakefulness
32,1857,2309,452,1,Fatigue1
32,2309,2485,176,0,Wakefulness
32,2485,3038,553,1,Fatigue1
32,3038,3534,496,0,Wakefulness
32,3534,3689,155,1,Fatigue1
32,3689,3764,75,0,Wakefulness
32,3764,3815,51,1,Fatigue1
32,3815,3955,140,0,Wakefulness
32,3955,4077,122,1,Fatigue1
32,4077,4204,127,0,Wakefulness
32,4204,4354,150,1,Fatigue1
32,4354,4405,51,0,Wakefulness
32,4405,4619,214,1,Fatigue1
32,4619,4767,148,0,Wakefulness
32,4767,5038,271,1,Fatigue1
32,5038,5095,57,0,Wakefulness
32,5095,5494,399,1,Fatigue1
32,5494,5666,172,0,Wakefulness
32,5666,5746,80,1,Fatigue1
32,5746,5815,69,0,Wakefulness
32,5815,6057,242,1,Fatigue1
32,6057,6386,329,0,Wakefulness
32,6386,6636,250,1,Fatigue1
32,6636,6757,121,0,Wakefulness
32,6757,6959,202,1,Fatigue1
32,6959,7077,118,0,Wakefulness
32,7077,7287,210,1,Fatigue1
32,7287,7315,28,0,Wakefulness
32,7315,7502,187,2,Fatigue2
33,0,1021,1021,0,Wakefulness
33,1021,1075,54,1,Fatigue1
33,1075,1351,276,0,Wakefulness
33,1351,1376,25,1,Fatigue1
33,1376,1712,336,0,Wakefulness
33,1712,1747,35,1,Fatigue1
33,1747,2142,395,0,Wakefulness
33,2142,2162,20,1,Fatigue1
33,2162,2740,578,0,Wakefulness
33,2740,2767,27,1,Fatigue1
33,2767,2953,186,0,Wakefulness
33,2953,3098,145,1,Fatigue1
33,3098,3242,144,0,Wakefulness
33,3242,3309,67,1,Fatigue1
33,3309,3345,36,0,Wakefulness
33,3345,3381,36,1,Fatigue1
33,3381,3571,190,0,Wakefulness
33,3571,3673,102,1,Fatigue1
33,3673,3864,191,0,Wakefulness
33,3864,3935,71,1,Fatigue1
33,3935,4010,75,0,Wakefulness
33,4010,4139,129,1,Fatigue1
33,4139,4209,70,0,Wakefulness
33,4209,4293,84,1,Fatigue1
33,4293,4387,94,2,Fatigue2
33,4387,4964,577,0,Wakefulness
33,4964,5043,79,1,Fatigue1
33,5043,5372,329,0,Wakefulness
33,5372,5403,31,1,Fatigue1
33,5403,5944,541,0,Wakefulness
33,5944,6126,182,1,Fatigue1
33,6126,6241,115,0,Wakefulness
33,6241,6456,215,1,Fatigue1
33,6456,7053,597,0,Wakefulness
33,7053,7144,91,1,Fatigue1
33,7144,7172,28,0,Wakefulness
33,7172,7237,65,1,Fatigue1
33,7237,7322,85,0,Wakefulness
33,7322,7501,179,2,Fatigue2
34,0,1797,1797,0,Wakefulness
34,1797,1827,30,1,Fatigue1
34,1827,1899,72,2,Fatigue2
34,1899,2111,212,3,Fatigue3
34,2111,4558,2447,0,Wakefulness
34,4558,4830,272,1,Fatigue1
34,4830,4952,122,0,Wakefulness
34,4952,5000,48,1,Fatigue1
34,5000,5276,276,0,Wakefulness
34,5276,5580,304,1,Fatigue1
34,5580,7318,1738,0,Wakefulness
34,7318,7348,30,1,Fatigue1
34,7348,7470,122,2,Fatigue2
34,7470,7500,30,3,Fatigue3
35,0,503,503,0,Wakefulness
35,503,537,34,1,Fatigue1
35,537,1657,1120,0,Wakefulness
35,1657,1824,167,1,Fatigue1
35,1824,1884,60,0,Wakefulness
